id,name,swing_length,batter_run_value,batted_ball_events,year,pa,bip,est_ba,est_slg,est_woba,side,avg_bat_speed,swing_tilt,attack_angle,attack_direction,competitive_swings,avg_batter_y_position,avg_batter_x_position,avg_foot_sep,avg_stance_angle,avg_intercept_y_vs_batter,avg_intercept_y_vs_plate
656371,"Díaz, Isan",7.447995,-2.669786799470987,9,2023,26,15,0.078,0.099,0.122,L,74.512998636,32.288598993954864,17.02632519953891,-12.369600444875129,22,22.319667362162058,25.71139252321574,34.09743255703403,-8.3273901069336,39.06166748454737,16.742000122385317
545341,"Grichuk, Randal",7.605561133,-7.025822968056447,174,2023,471,340,0.263,0.425,0.323,R,74.486302024,27.99304524765312,8.34330050170351,-3.907216443957248,420,26.305866966659508,27.406287174187604,36.18697530320234,-22.1677022656124,32.323901792050165,6.018034825390654
669221,"Murphy, Sean",7.770631873,-14.346355065332023,98,2023,438,273,0.274,0.537,0.395,R,74.449119176,31.3303895013622,10.840606582768824,-1.5848363698438366,267,31.59159427604516,29.250693128438925,27.335241413990573,-14.593771891814294,29.036389974713313,-2.5552043013318464
572191,"Taylor, Michael A.",7.314839571,1.9818136710581848,71,2023,388,229,0.222,0.433,0.306,R,74.39684485,32.558132034172445,14.049434114471294,-0.6033915683752714,233,16.394673992971835,30.41787766471136,35.044419602330905,0.2918797749576995,28.328972456080464,11.934298463108629
660821,"Sánchez, Jesús",6.955629172,-3.9999237725638626,115,2023,402,255,0.265,0.473,0.35,L,74.371133425,30.9670522255963,6.5717828265459275,4.84379006506516,327,24.84719942596058,29.764330102155263,31.11028016517504,-22.25014498934765,29.61320780629937,4.7660083803387945
680118,"Blanco, Dairon",7.459840794,4.6850533716585705,50,2023,138,93,0.243,0.379,0.304,R,74.36851252,33.62609729275882,9.78591804568786,1.061878561852244,127,28.731305576218187,26.83734209972418,22.682338991194097,-1.8744110634827724,23.532523629236167,-5.198781946982019
669003,"Mitchell, Garrett",7.3484505,-1.2158924767303587,5,2023,73,40,0.226,0.344,0.286,L,74.288044,33.96304437834916,6.3743835366170085,6.207672716444804,20,25.86763506315045,28.103765345621536,34.143420631090464,-11.874973502918555,23.4968959562643,-2.3707391068861448
660162,"Moncada, Yoán",7.668788239,-0.8477021057028398,122,2023,357,228,0.257,0.426,0.314,L,NA,NA,NA,NA,NA,18.374765159963033,28.718330050953018,30.6186917625898,-9.673597766585376,31.68842546870601,13.313660308742978
660162,"Moncada, Yoán",7.668788239,-0.8477021057028398,122,2023,357,228,0.257,0.426,0.314,R,74.247092599,38.53747035794893,10.54170536160901,-2.1589717817859766,354,19.348749299394576,30.225883725818303,31.50874531224852,-12.060338271928774,30.926337380389025,11.577588080994444
642137,"Thomas, Cody",7.651025658,-2.3180217183581684,18,2023,46,25,0.156,0.227,0.209,L,74.160850779,34.93795408080748,10.2230803782088,2.0424943116967476,77,26.28654278266911,31.192875684562647,34.57460216705021,-3.072396352045844,29.19430334609808,2.9077605634289703
663993,"Lowe, Nathaniel",7.355730792,-13.823249020201128,168,2023,724,461,0.263,0.406,0.339,L,74.122274227,31.36922114642685,6.348751783376192,10.11274419533308,511,29.713100745408003,31.296050461721205,29.213208675667303,-18.230231874226988,26.49058137865902,-3.22251936674898
671732,"Butler, Lawrence",7.237462732,-7.909685551763829,81,2023,129,89,0.232,0.419,0.289,L,74.121953493,33.15440365472856,8.337461354268733,-6.217193489093504,209,25.47077671741591,30.63382032513332,40.56509014314261,7.0268206484314515,32.06981702909522,6.599040311679312
595879,"Báez, Javier",8.534585144,-12.283514880351042,119,2023,547,388,0.234,0.355,0.279,R,74.110023099,29.072740574484698,10.269212248619151,-1.5452391650945692,313,26.880621387045153,31.069386909395543,29.785568861177577,-15.940335948130247,29.2339814961069,2.3533601090617564
682622,"Marte, Noelvi",7.286511064,1.022786664455685,85,2023,123,89,0.295,0.429,0.34,R,74.101868413,30.377023628398224,6.7845282582374615,-2.7062131655133443,189,28.21905443034687,26.45259753268648,34.45982178694421,-25.043014233072466,34.29054987603127,6.071495445684404
677800,"Abreu, Wilyer",7.520915578,0.6211953591232979,51,2023,85,53,0.27,0.484,0.359,L,74.08615898,33.739098816460725,12.890670880038185,-1.823009011914659,147,31.374020522093858,28.59967733475579,28.49249845934428,-22.410314118973993,30.923633232109616,-0.4503872899842365
671056,"Herrera, Iván",7.686167069,-3.9554239660163906,19,2023,44,26,0.27,0.365,0.341,R,74.080648276,34.551523549253716,11.15711912162194,2.7073882606579014,58,28.182426172834894,30.326085908633026,37.49637671468734,-30.034073057911385,29.1793261028886,0.9968999300537096
676724,"Young, Jared",7.20782,-0.7631372189195221,9,2023,47,30,0.188,0.373,0.274,L,74.073383636,31.82439263004097,8.192388469296816,2.423761308090856,22,23.82283678656539,29.69667482365078,26.962246164239417,-4.256798072690094,26.88676292025266,3.063926133687274
642215,"Wilson, Weston",7.470218182,-0.2345613391146825,8,2023,22,11,0.284,0.507,0.433,R,74.065924242,37.292509959540475,16.658810005166988,-1.238952305694068,33,26.61091148434113,27.833173406899867,27.557067486916736,-13.877732950314304,30.045337235894653,3.4344257515535204
547989,"Abreu, José",7.349782703,-7.673730018325292,147,2023,594,416,0.248,0.409,0.314,R,74.044555637,32.44904500970009,7.926069780727555,-0.34499159346228386,424,24.154132842579376,32.363196595431475,34.372745150386514,-0.1106155747974251,31.78472547775699,7.6305926351776225
669357,"Gorman, Nolan",7.509226014,1.261790825552374,71,2023,464,260,0.236,0.496,0.353,L,74.037619348,36.7208601684241,18.79798176078383,-1.8316319683694655,276,33.15757979854061,27.04363010746334,25.226427076733216,-19.575482136105077,34.12197311159281,0.9643933130522104
606192,"Hernández, Teoscar",7.884381489,-10.186366325772196,174,2023,678,421,0.258,0.476,0.336,R,74.010465082,34.264404985724006,12.577674582558569,-1.214206051160291,547,28.495561828917396,28.167012553492565,29.2988203124475,0.967333879155642,31.74790652068921,3.2523446917718135
666152,"Hamilton, David",7.891694,-0.935073840113168,3,2023,39,23,0.15,0.176,0.227,L,74.00025,38.11755651245054,17.725497480791418,-11.77539498251092,5,24.426589241162795,26.920168412298125,20.145368617963392,-2.36181763583703,38.6538632674174,14.227274026254603
666139,"Lowe, Josh",7.228823467,1.4284996192261954,148,2023,501,345,0.276,0.48,0.341,L,73.922035694,35.762426465991396,5.806947061917935,0.6938373566980958,425,24.017690488500087,30.613861369727942,29.9640552216215,-5.657716817682113,30.44669820307378,6.429007714573689
669087,"Huff, Sam",7.636939388,-0.2623998300077228,18,2023,45,26,0.233,0.497,0.321,R,73.905226531,33.04067922813188,12.195113368840682,-4.795216125559133,49,25.199272479188465,30.8867638684696,32.81244365463459,-10.135459897358816,33.98599603833113,8.786723559142663
608336,"Gallo, Joey",7.522648497,-4.927393239293112,32,2023,332,140,0.149,0.399,0.295,L,73.899204967,35.9193386877858,20.31160515595335,-9.278711629370331,153,27.971864410515533,26.814745770611474,41.68012429829106,-19.90610431084435,39.75151510654404,11.779650696028504
663609,"Baker, Luken",7.759837769,-6.266144410481661,40,2023,99,55,0.237,0.384,0.32,R,73.899152479,31.00857662212475,8.369433603474656,-4.673266551375247,121,28.089710885319725,26.766453170285832,37.36747505680131,-18.8633853633542,27.64366838419802,-0.4460425011217053
680777,"Jeffers, Ryan",7.711044048,6.459071388068383,102,2023,335,199,0.233,0.432,0.333,R,73.88215619,31.776740266991364,11.804265614405224,-3.9106703329939094,294,27.436306196085393,27.69531466180345,35.28757828631049,-0.19990546702315384,30.403240357691946,2.966934161606543
660757,"Gonzalez, Oscar",7.202563037,-5.948184990740524,66,2023,180,128,0.237,0.362,0.271,R,73.874679206,31.744724551606016,4.814961633895783,-0.2605443098092208,214,25.942741345128734,31.318872423883295,39.632711789115,-15.263775675613344,29.89546107328211,3.9527197281533777
650490,"Díaz, Yandy",7.500131272,1.6025350459123746,172,2023,600,433,0.305,0.487,0.383,R,73.836991399,25.90398882644728,4.351400596065182,5.844683513726905,393,28.343701540818767,28.38259996800012,30.599885755882372,-20.190915828749255,30.03488869444064,1.6911871536218728
661388,"Contreras, William",7.327284753,-2.850416173815521,192,2023,611,417,0.255,0.433,0.335,R,73.834614601,27.53532693211839,9.6863302969032965,2.17754188008457,489,29.560412451560108,28.178429375291618,27.820479285344533,-4.5819762145314105,31.066036313560566,1.5056238620004594
664913,"Brown, Seth",7.268031304,-7.39781436153057,130,2023,378,245,0.237,0.451,0.322,L,73.809027391,32.10958850241812,12.030516897310314,-8.772485780766331,345,28.83857253991479,26.84741356994959,29.645397006816676,-3.351497390601083,35.62019457433435,6.781622034419558
643265,"Cooper, Garrett",7.751847874,-9.760220129673488,101,2023,457,292,0.252,0.43,0.318,R,73.792011721,40.59609074824824,9.9679480316586,-0.39247393148382975,337,32.17849625053196,32.0224783713784,28.76994451086948,-21.51435842064611,28.103809783467696,-4.07468646706426
656582,"Joe, Connor",7.222190744,-6.5223584874512515,135,2023,472,304,0.248,0.404,0.329,R,73.772332765,30.50022459408741,6.988313580216951,-7.9414552236317,311,33.45662001823795,26.600216930984683,33.08663515628346,-21.24560392548481,33.97543836762315,0.5188183493851848
518792,"Heyward, Jason",8.127409513,2.688854927016814,123,2023,377,273,0.25,0.405,0.319,L,73.769495993,29.81325642542347,7.675099411619506,-6.54633301053465,267,30.436319473685984,36.225530057116984,33.76544346961123,-12.403973872006278,26.406044155488143,-4.030275318197838
502054,"Pham, Tommy",6.915880374,-10.08007807305016,155,2023,481,326,0.284,0.475,0.361,R,73.768489915,28.36947852669888,6.618214160253252,-0.7902313222277515,351,27.531744858910447,27.223466088591955,37.087768206371976,-2.858446048189027,31.965624512639025,4.433879653728574
